,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PromptInput,CustomerFeedback,feedback_length,sentiment
6414,5299-sjczt,male,0,no,no,3,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),101.55,298.35,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 3 months
contract type: month-to-month
monthly charges: $101.55
internet service: fiber optic
payment method: bank transfer (automatic)","i recently switched to this fiber optic internet service provider and unfortunately, i have already decided to churn after only 3 months. the monthly charges of $101.55 were slightly higher than i expected, especially for a month-to-month contract. the automatic bank transfer payment method was convenient, but i ultimately decided to switch to a different provider for better pricing and service.",398,0.01666666666666667
6415,2018-pzkmu,male,0,yes,yes,9,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,no,electronic check,103.1,970.45,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 9 months
contract type: month-to-month
monthly charges: $103.1
internet service: fiber optic
payment method: electronic check","i have been a customer with this company for 9 months now and have been very satisfied with the service. the fiber optic internet has been fast and reliable, and i have not experienced any issues with my connection. the monthly charges of $103.1 are reasonable for the quality of service i am receiving. i appreciate the convenience of being able to pay with electronic check. overall, i am happy with my experience and have no plans to switch providers.",454,0.2785714285714286
6416,7340-kefqe,female,0,yes,yes,51,no,no phone service,dsl,yes,no,no,yes,no,no,two year,no,bank transfer (automatic),34.2,1782.0,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 51 months
contract type: two year
monthly charges: $34.2
internet service: dsl
payment method: bank transfer (automatic)","i have been a customer with this company for over four years now and i must say that i am extremely satisfied with the service provided. the dsl internet service has been reliable and consistent throughout my entire tenure. the automatic bank transfer payment method makes it convenient for me to pay my monthly charges of $34.2 without any hassle. i have not experienced any issues or disruptions with my service, which is why i have no intention of churning. overall, i am very happy with my experience as a customer and would highly recommend this company to others.",569,0.12625
6417,4570-qhxhl,female,0,no,no,9,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,43.75,405.7,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 9 months
contract type: month-to-month
monthly charges: $43.75
internet service: dsl
payment method: electronic check","i have been a customer with this dsl internet service provider for 9 months now and i must say i am very satisfied with the service. the monthly charges of $43.75 are very reasonable and the fact that i am on a month-to-month contract gives me the flexibility i need. i have had no issues with my internet connection and the payment method of using electronic check is convenient for me. overall, i have no complaints and would highly recommend this provider to others.",469,0.2675
6418,2403-bcasl,male,1,yes,yes,41,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,111.95,4534.9,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 41 months
contract type: one year
monthly charges: $111.95
internet service: fiber optic
payment method: electronic check","i have been a customer of this fiber optic internet service for over three years now, and i must say i am disappointed with the recent increase in monthly charges. the service itself has been reliable and fast, but the cost has become too high for me to justify staying with the company. i have decided to churn and look for a more affordable option. i would recommend this service to others if the pricing was more competitive.",428,0.10166666666666667
6419,7392-yypyj,male,0,no,no,22,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.65,2415.95,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 22 months
contract type: month-to-month
monthly charges: $100.65
internet service: fiber optic
payment method: electronic check","i have been a customer with this fiber optic internet provider for 22 months now and have been extremely satisfied with the service. the connection has been reliable and fast, and i have not experienced any issues with downtime or slow speeds. the monthly charges are reasonable at $100.65 and i appreciate the convenience of being able to pay with an electronic check. overall, i have no complaints and would highly recommend this provider to others.",451,0.1075
6420,2898-lsjgd,female,0,yes,yes,21,no,no phone service,dsl,yes,no,yes,no,yes,yes,one year,yes,electronic check,55.95,1157.05,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 21 months
contract type: one year
monthly charges: $55.95
internet service: dsl
payment method: electronic check","i signed up for a one-year contract with this dsl internet service provider and unfortunately experienced frequent outages and slow speeds throughout my 21-month tenure. despite paying $55.95 per month via electronic check, the service was not reliable enough for me to justify staying with them. i ultimately decided to churn and find a more dependable internet provider.",372,0.18333333333333335
6421,2223-gdshl,male,0,yes,yes,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),116.05,8297.5,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 71 months
contract type: two year
monthly charges: $116.05
internet service: fiber optic
payment method: bank transfer (automatic)","i have been a customer with this company for over 6 years now and have been extremely satisfied with the service. the fiber optic internet service has been reliable and consistently fast, allowing me to work from home without any issues. the automatic bank transfer payment method makes it convenient for me to pay my bill on time every month. the monthly charges of $116.05 are reasonable considering the quality of service i am receiving. overall, i have had a positive experience and would recommend this company to others.",526,0.22545454545454544
6422,7359-ptsxy,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.75,45.75,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 1 months
contract type: month-to-month
monthly charges: $45.75
internet service: dsl
payment method: electronic check","i recently signed up for dsl internet service with this provider on a month-to-month contract. unfortunately, after only 1 month of service, i decided to cancel due to slow and unreliable internet speeds. despite the affordable monthly charge of $45.75, the service did not meet my expectations. additionally, the payment method of electronic check was convenient but did not make up for the subpar internet service. i would not recommend this provider to others looking for reliable internet service.",501,-0.185
6423,9470-rtwdv,male,0,yes,yes,26,yes,yes,dsl,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),82.0,2083.1,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 26 months
contract type: one year
monthly charges: $82.0
internet service: dsl
payment method: credit card (automatic)","i have been a customer with this dsl internet service provider for 26 months now and i have had a positive experience overall. the monthly charges of $82.0 are reasonable for the service i receive. i appreciate the convenience of automatic credit card payments and have not had any issues with billing. the one-year contract has provided me with stability and i am satisfied with the reliability of the internet service. overall, i have no complaints and would recommend this provider to others.",495,0.18545454545454546
6424,2176-osjuv,male,0,yes,no,71,yes,yes,dsl,yes,yes,no,yes,no,no,two year,no,bank transfer (automatic),65.15,4681.75,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 71 months
contract type: two year
monthly charges: $65.15
internet service: dsl
payment method: bank transfer (automatic)","i have been a customer with this internet service provider for over 6 years now and i have been very satisfied with the service. the dsl internet is reliable and the monthly charges are reasonable at $65.15. i appreciate the convenience of automatic bank transfers for payment. overall, i have had a positive experience and have no complaints.",343,0.26931818181818185
6425,9348-yvomk,male,0,no,no,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),44.8,176.2,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 4 months
contract type: month-to-month
monthly charges: $44.8
internet service: dsl
payment method: credit card (automatic)","i have been a customer with this dsl internet service provider for 4 months now and i am overall satisfied with the service. the monthly charges of $44.8 are reasonable and i appreciate the convenience of automatic credit card payments. the internet service has been reliable and i have not experienced any issues with connectivity. i also like the flexibility of the month-to-month contract. overall, i would recommend this provider to others looking for a reliable and affordable internet service.",499,0.059999999999999984
6426,8104-oskwt,female,0,no,no,12,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,79.8,1001.2,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 12 months
contract type: month-to-month
monthly charges: $79.8
internet service: fiber optic
payment method: electronic check","i have been a customer with this internet service provider for the past year and have had a positive experience overall. the fiber optic internet service has been reliable and fast, allowing me to stream videos and work from home without any interruptions. 

i appreciate the flexibility of the month-to-month contract and the convenience of the electronic check payment method. the monthly charges of $79.8 are reasonable for the quality of service i receive. 

overall, i am satisfied with my experience and have no plans to switch providers.",544,0.12532467532467534
6427,4521-yeehe,female,0,yes,no,18,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,88.85,1594.75,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 18 months
contract type: month-to-month
monthly charges: $88.85
internet service: fiber optic
payment method: electronic check","i have been a customer with this internet provider for 18 months now and i am very satisfied with the service. the fiber optic internet is fast and reliable, and i have had no issues with connectivity or speed. the monthly charges of $88.85 are reasonable for the quality of service i am receiving. i appreciate the convenience of being able to pay with an electronic check. overall, i have had a positive experience with this provider and would recommend them to others.",471,0.2962121212121212
6428,4090-kpjip,female,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.95,212.4,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 3 months
contract type: month-to-month
monthly charges: $74.95
internet service: fiber optic
payment method: electronic check","i have been a customer with this company for 3 months now and i am very satisfied with the service. the fiber optic internet is fast and reliable, and i have had no issues with connectivity. the monthly charges of $74.95 are reasonable for the quality of service i am receiving. i appreciate the convenience of being able to pay with an electronic check. overall, i have had a positive experience and have no plans to churn.",424,0.2962121212121212
6429,3786-wovkf,female,1,yes,no,72,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,yes,bank transfer (automatic),106.85,7677.4,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 72 months
contract type: one year
monthly charges: $106.85
internet service: fiber optic
payment method: bank transfer (automatic)","i have been a customer with this company for 6 years and have been very satisfied with their fiber optic internet service. the automatic bank transfer for payment has been convenient and hassle-free. the monthly charges of $106.85 seem reasonable for the quality of service provided. i have not experienced any issues that would cause me to consider switching providers. overall, i am happy with my experience and would recommend this company to others.",453,0.25
6430,4503-bdxbd,male,0,no,no,11,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,electronic check,74.95,815.5,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 11 months
contract type: month-to-month
monthly charges: $74.95
internet service: fiber optic
payment method: electronic check","i recently canceled my month-to-month fiber optic internet service after being a customer for 11 months. while the monthly charges of $74.95 were reasonable, i found that the service was not consistently reliable. i often experienced slow speeds and intermittent outages, which was frustrating. additionally, i had issues with the electronic check payment method, as it sometimes took longer than expected to process. overall, i was disappointed with the service and decided to switch to a different provider.",509,-0.0675
6431,6086-esgrl,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,credit card (automatic),80.15,80.15,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 1 months
contract type: month-to-month
monthly charges: $80.15
internet service: fiber optic
payment method: credit card (automatic)","i recently signed up for the fiber optic internet service with this provider on a month-to-month contract. unfortunately, after just one month, i decided to churn and switch to a different provider. the monthly charges of $80.15 were reasonable, but i experienced some connectivity issues and slow speeds during my short tenure. the automatic credit card payment method was convenient, but i ultimately felt that the service did not meet my expectations. i hope to find a more reliable internet provider in the future.",518,0.06999999999999999
6432,2592-hodov,male,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.3,259.65,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 13 months
contract type: one year
monthly charges: $19.3
internet service: no
payment method: credit card (automatic)","i have been a customer with this company for 13 months now and i have been very happy with their service. the monthly charges are affordable at $19.3 and i appreciate the convenience of having automatic payments set up with my credit card. although i do not have internet service with them, i have had no issues with my other services. overall, i am satisfied with my experience as a customer and do not plan on churning anytime soon.",434,0.175
6433,3886-certz,female,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,109.25,8109.8,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 72 months
contract type: one year
monthly charges: $109.25
internet service: fiber optic
payment method: electronic check","i have been a customer with this company for 6 years now and unfortunately i have decided to churn. i have been on a one-year contract with monthly charges of $109.25 for fiber optic internet service. i have always paid using electronic check. overall, i have been satisfied with the service provided but i have found a better deal elsewhere. thank you for the service provided during my time as a customer.",407,0.125
6434,7995-zhhnz,male,0,yes,no,42,yes,yes,dsl,yes,no,no,no,no,no,one year,no,credit card (automatic),56.1,2386.85,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 42 months
contract type: one year
monthly charges: $56.1
internet service: dsl
payment method: credit card (automatic)","i have been a customer with this internet service provider for 42 months now and i have been overall satisfied with the service. the monthly charges of $56.1 are reasonable for the internet speed and reliability i receive with dsl. the automatic credit card payment method is convenient and ensures that i never miss a payment. i have had no issues with churning and i am happy with the one-year contract type. overall, i would recommend this provider to others looking for a reliable internet service at a fair price.",518,0.24285714285714285
6435,3824-rhkvr,female,0,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.7,340.35,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 17 months
contract type: month-to-month
monthly charges: $19.7
internet service: no
payment method: credit card (automatic)","i have been a customer with this company for 17 months now, and i am overall satisfied with the service. the month-to-month contract works well for me, as i appreciate the flexibility it offers. the monthly charges are reasonable at $19.7, and i appreciate the convenience of automatic credit card payments.

however, i do wish that internet service was included in my plan, as it would make my experience even better. overall, i have had a positive experience with this company and would recommend it to others.",512,0.2181818181818182
6436,5816-scgfc,female,1,no,no,7,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,51.3,419.35,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 7 months
contract type: month-to-month
monthly charges: $51.3
internet service: dsl
payment method: mailed check","i have been a customer with this internet service provider for 7 months now and i have been satisfied with the service. the dsl internet has been reliable and the monthly charges of $51.3 are reasonable for the speed and reliability i receive. i appreciate the option for a month-to-month contract as it gives me flexibility. the only downside is that i have to pay by mailing a check, which can be a bit inconvenient. overall, i am happy with the service and have no plans to churn.",483,0.15
6437,5989-axpuc,female,0,yes,no,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,mailed check,118.6,7990.05,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 68 months
contract type: two year
monthly charges: $118.6
internet service: fiber optic
payment method: mailed check","i have been a customer with this company for over 5 years now and i have to say i am very satisfied with the service. the fiber optic internet is very fast and reliable, and i have never experienced any issues with my connection. the monthly charges are reasonable for the quality of service provided. i prefer to pay by mailed check and the process has always been smooth and hassle-free. overall, i have no complaints and would definitely recommend this company to others.",474,0.15857142857142856
6438,4979-hprfl,male,0,yes,yes,56,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.15,1402.25,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 56 months
contract type: two year
monthly charges: $24.15
internet service: no
payment method: bank transfer (automatic)","i have been a customer with this company for over four years and have been very satisfied with the service. the automatic bank transfer payment method is convenient and hassle-free. even though i do not have internet service with them, the monthly charges are very reasonable at $24.15. overall, i have had no issues with this company and would highly recommend them to others.",377,0.2675
6439,8590-ohdiw,female,0,yes,yes,38,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.3,749.35,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 38 months
contract type: one year
monthly charges: $20.3
internet service: no
payment method: mailed check","i have been a customer with this company for 38 months now and have been on a one-year contract with a monthly charge of $20.3. i do not have internet service with them, but i have been satisfied with the other services provided. i prefer to pay my bills by mailing a check, and i have had no issues with the payment process. overall, i am happy with my experience and have no plans to churn in the near future.",411,0.21250000000000002
6440,8015-ihcgw,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,115.5,8425.15,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 72 months
contract type: two year
monthly charges: $115.5
internet service: fiber optic
payment method: electronic check","""i have been a loyal customer with this company for 6 years now and i have been very satisfied with the fiber optic internet service they provide. the monthly charges of $115.5 are reasonable for the quality of service i receive. i appreciate being able to pay with electronic check, it's convenient and hassle-free. overall, i have had a positive experience and have no complaints. i would definitely recommend this company to others looking for reliable internet service.""",474,0.27294372294372293
6441,2332-todqs,female,0,no,no,48,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),25.05,1171.5,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 48 months
contract type: one year
monthly charges: $25.05
internet service: no
payment method: credit card (automatic)","i have been a customer with this company for 4 years now and i have been extremely satisfied with their service. the automatic payment method makes it easy for me to pay my bill on time every month. even though i do not have internet service with them, the monthly charges of $25.05 for my other services are very reasonable. i have had no issues with their service and i have no intention of churning anytime soon. overall, i highly recommend this company to others.",467,0.10404761904761906
6442,9278-vzkcd,female,1,yes,no,52,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic check,109.1,5647.95,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 52 months
contract type: month-to-month
monthly charges: $109.1
internet service: fiber optic
payment method: electronic check","i have been a customer with this company for over 4 years now and have been very satisfied with the service. the fiber optic internet is fast and reliable, and i have never experienced any downtime. the monthly charges are reasonable for the quality of service i receive. i appreciate the convenience of being able to pay with an electronic check. overall, i have no complaints and have no plans to switch providers. highly recommend.",434,0.18714285714285714
6443,8008-otezx,female,0,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.65,708.8,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 35 months
contract type: one year
monthly charges: $19.65
internet service: no
payment method: mailed check","i have been a customer with this company for 35 months now and overall, i have been satisfied with the service. the monthly charges of $19.65 for my one-year contract are reasonable and i appreciate the option to pay by mailed check. however, i do wish that internet service was included in my plan as it would make my experience even better. overall, i have had no issues with churn and would recommend this company to others.",427,0.24
6444,2773-ovbpk,male,0,yes,no,67,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),111.3,7567.2,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 67 months
contract type: two year
monthly charges: $111.3
internet service: fiber optic
payment method: bank transfer (automatic)","i have been a loyal customer of this internet service provider for over five years now. i am very satisfied with the fiber optic internet service they provide. the automatic bank transfer payment method is convenient and hassle-free. the monthly charges are reasonable for the quality of service i receive. i have not experienced any issues with my connection and have no plans to switch providers. overall, i highly recommend this company to anyone in need of reliable internet service.",487,0.15722222222222224
6445,5999-lcxao,female,0,no,no,1,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,29.9,29.9,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 1 months
contract type: month-to-month
monthly charges: $29.9
internet service: dsl
payment method: mailed check","i have been a customer with this company for one month now and so far, i am happy with the service. the dsl internet is reliable and the monthly charges of $29.90 are reasonable. i appreciate the flexibility of the month-to-month contract and the option to pay by mailed check. overall, i have had a positive experience with this company and would recommend it to others looking for affordable internet service.",411,0.2654545454545455
6446,5206-xzzqi,male,0,no,no,53,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,mailed check,80.6,4348.1,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 53 months
contract type: month-to-month
monthly charges: $80.6
internet service: fiber optic
payment method: mailed check","i have been a customer with this company for over 4 years now and have been very satisfied with their fiber optic internet service. the speeds are consistently fast and reliable. i appreciate the flexibility of the month-to-month contract as it allows me to make changes as needed. the monthly charges are a bit on the higher side at $80.6, but the quality of service makes it worth it. the only downside is that i have to pay by mailing a check, which can be a bit inconvenient. overall, i am happy with the service and have no plans to churn.",544,0.2
6447,4803-lbypn,male,0,yes,yes,34,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.8,635.9,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 34 months
contract type: month-to-month
monthly charges: $20.8
internet service: no
payment method: mailed check","i have been a customer with this company for over 2 and a half years now and i have had a positive experience overall. the monthly charges are very reasonable at $20.8 and i appreciate the flexibility of the month-to-month contract. 

however, i do wish that they offered internet service as i am currently using a different provider for that. also, i prefer to pay my bills by mailing a check, so i am glad that this company accommodates that payment method.

overall, i am satisfied with the service and have no complaints.",525,0.14673400673400672
6448,5759-rcvcb,female,0,no,no,3,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,no,credit card (automatic),35.2,108.95,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 3 months
contract type: month-to-month
monthly charges: $35.2
internet service: dsl
payment method: credit card (automatic)","i recently cancelled my internet service after only 3 months with this provider. the monthly charges of $35.2 were reasonable, but i found the dsl internet service to be unreliable and slow. the automatic credit card payments were convenient, but i ultimately decided to switch to a different provider for better service.",321,0.05714285714285714
6449,6372-rfvns,female,0,yes,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,78.8,78.8,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 1 months
contract type: month-to-month
monthly charges: $78.8
internet service: fiber optic
payment method: electronic check","i'm a new customer who recently signed up for fiber optic internet service with this provider on a month-to-month contract. unfortunately, after just one month of service, i have decided to churn and switch to a different provider. the monthly charges of $78.80 were reasonable, but i experienced frequent service interruptions and slow speeds during my short tenure. additionally, i found the payment method of electronic check to be inconvenient and would have preferred more options for payment. overall, i was not satisfied with the service and ultimately decided to cancel my subscription.",594,0.006168831168831173
6450,2139-fqhlm,male,0,no,no,19,yes,no,fiber optic,no,no,yes,yes,yes,no,month-to-month,no,mailed check,89.95,1682.4,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 19 months
contract type: month-to-month
monthly charges: $89.95
internet service: fiber optic
payment method: mailed check","i have been a customer with this company for 19 months now and i am very satisfied with the service. the fiber optic internet is fast and reliable, and i have not experienced any issues with my connection. the monthly charges of $89.95 are reasonable for the quality of service i am receiving. i appreciate the option to pay with a mailed check, as it is convenient for me. overall, i would highly recommend this company to others looking for a reliable internet service provider.",480,0.13500000000000004
6451,8261-gwdbq,female,1,yes,no,60,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),116.05,6925.9,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 60 months
contract type: two year
monthly charges: $116.05
internet service: fiber optic
payment method: bank transfer (automatic)","i have been a customer with this company for 5 years now and i am extremely satisfied with the fiber optic internet service they provide. the automatic bank transfer payment method makes it convenient for me to pay my monthly charges of $116.05. i have never experienced any issues with my internet connection and have never felt the need to switch providers. overall, i am very happy with the service and have no plans to churn in the near future.",448,0.20000000000000004
6452,1093-yswca,male,0,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.55,223.15,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 11 months
contract type: two year
monthly charges: $19.55
internet service: no
payment method: credit card (automatic)","i have been a customer with this company for 11 months now and i am overall satisfied with the service. i appreciate the convenience of the automatic credit card payments and the affordable monthly charges of $19.55. however, i do wish that internet service was included in my plan as it would make my experience even better. overall, i have no complaints and do not plan on churning anytime soon.",397,0.1
6453,8938-umkpi,female,0,no,no,47,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.4,5127.95,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 47 months
contract type: month-to-month
monthly charges: $106.4
internet service: fiber optic
payment method: electronic check","i have been a customer of this fiber optic internet service provider for 47 months and unfortunately, i have decided to churn. while the service itself was reliable and fast, i found that the monthly charges of $106.4 were getting too expensive for my budget. additionally, the lack of flexibility with the month-to-month contract type made it difficult for me to adjust my services as needed. i also had some issues with the electronic check payment method, as it was not always reliable and caused delays in processing. overall, i would recommend this provider for their fast and reliable internet service, but would caution potential customers to be aware of the pricing and payment method limitations.",705,-0.10625000000000001
6454,0991-brrfb,male,0,no,no,18,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,49.4,874.8,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 18 months
contract type: month-to-month
monthly charges: $49.4
internet service: dsl
payment method: electronic check","i recently decided to cancel my dsl internet service after being a customer for 18 months. i was on a month-to-month contract and paying $49.4 per month through electronic check. while the service was reliable for the most part, i found that the speed and connectivity were not up to par with what i needed for my daily usage. i ultimately switched to a different provider that offered faster and more consistent internet service. overall, i was satisfied with the customer service provided during my time with the company, but i needed better performance for my internet needs.",578,0.225
6455,3882-iyoij,female,0,yes,yes,60,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),115.25,6758.45,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 60 months
contract type: two year
monthly charges: $115.25
internet service: fiber optic
payment method: credit card (automatic)","i have been a customer with this fiber optic internet service provider for 5 years now and i have been extremely satisfied with the service. the automatic payment method makes it convenient to pay my monthly bill on time. the internet speed is consistent and reliable, and i have never experienced any issues with downtime. the monthly charges are reasonable for the quality of service i receive. i would highly recommend this provider to anyone looking for reliable and fast internet service.",493,0.1516666666666667
6456,8749-tzyec,male,0,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.8,1874.3,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 72 months
contract type: two year
monthly charges: $24.8
internet service: no
payment method: credit card (automatic)","i have been a customer with this company for 6 years now and i have been very satisfied with the service. the automatic credit card payment makes it easy to keep up with my monthly charges and i have never experienced any issues with billing. although i do not have internet service with this company, i have found the monthly charges to be very reasonable. overall, i am happy with my experience as a long-time customer and have no plans to switch providers.",459,0.2905555555555556
6457,1755-fzqec,male,0,no,no,39,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.9,791.15,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 39 months
contract type: one year
monthly charges: $19.9
internet service: no
payment method: mailed check","i have been a customer with this company for almost 3 years now and have been satisfied with the service. even though i do not have internet service through them, i appreciate the affordable monthly charges and the option to pay by mailing a check. overall, i have had no issues with the company and would recommend them to others.",331,0.25
6458,3115-jpjdd,female,0,yes,no,59,yes,no,fiber optic,yes,no,yes,no,no,no,one year,yes,credit card (automatic),81.25,4639.45,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 59 months
contract type: one year
monthly charges: $81.25
internet service: fiber optic
payment method: credit card (automatic)","i have been a customer with this company for almost five years now and have been very satisfied with the service. the fiber optic internet is fast and reliable, and i have never experienced any issues with connectivity. the automatic credit card payment method is convenient and hassle-free. although the monthly charges are a bit on the higher side at $81.25, i believe the quality of service justifies the cost. overall, i have no complaints and would highly recommend this company to others.",494,0.14333333333333334
6459,5600-ktxfm,male,0,yes,yes,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,69.95,143.9,0,"write a realistic customer feedback based on this profile:
churn: no
tenure: 2 months
contract type: month-to-month
monthly charges: $69.95
internet service: fiber optic
payment method: mailed check","i have been using the fiber optic internet service for the past 2 months and i am extremely satisfied with the speed and reliability. the monthly charges of $69.95 are reasonable for the quality of service provided. i appreciate the option to pay by mailed check as it is convenient for me. overall, i have had a positive experience and have no plans to churn in the near future.",379,0.11103896103896103
6460,3871-ikpyh,male,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.1,69.1,1,"write a realistic customer feedback based on this profile:
churn: yes
tenure: 1 months
contract type: month-to-month
monthly charges: $69.1
internet service: fiber optic
payment method: electronic check","""i recently switched to this fiber optic internet service provider on a month-to-month contract. unfortunately, after just one month of service, i have decided to churn. the monthly charges of $69.1 were reasonable, but i experienced frequent outages and slow speeds. additionally, the payment method of electronic check was convenient, but overall i was not satisfied with the service quality. i will be looking for a more reliable internet provider moving forward.""",467,0.0611111111111111
